Source,Target,Type
Symmetric-key_algorithm,Key_(cryptography),Directed
Symmetric-key_algorithm,Plaintext,Directed
Symmetric-key_algorithm,Ciphertext,Directed
Symmetric-key_algorithm,Public-key_cryptography,Directed
Symmetric-key_algorithm,NIST,Directed
Wireless_access_point,Bluetooth,Directed
Malware,Software,Directed
Malware,Ransomware,Directed
Currency,Money,Directed
Currency,Payment,Directed
Currency,Government,Directed
Self-organized_criticality,Collective_intelligence,Directed
Self-organized_criticality,Collective_action,Directed
Self-organized_criticality,Herd_mentality,Directed
Self-organized_criticality,Phase_transition,Directed
Self-organized_criticality,Agent-based_model,Directed
Self-organized_criticality,Synchronization,Directed
Self-organized_criticality,Ant_colony_optimization_algorithms,Directed
Self-organized_criticality,Particle_swarm_optimization,Directed
Self-organized_criticality,Swarm_behaviour,Directed
Self-organized_criticality,Social_network_analysis,Directed
Self-organized_criticality,Small-world_network,Directed
Self-organized_criticality,Centrality,Directed
Self-organized_criticality,Network_motif,Directed
Self-organized_criticality,Graph_theory,Directed
Self-organized_criticality,Scalability,Directed
Self-organized_criticality,Systems_biology,Directed
Self-organized_criticality,Dynamic_network_analysis,Directed
Self-organized_criticality,Evolutionary_computation,Directed
Self-organized_criticality,Genetic_algorithm,Directed
Encryption,Cryptography_law,Directed
Encryption,Code,Directed
Encryption,Idealism,Directed
Encryption,Plaintext,Directed
Encryption,Ciphertext,Directed
Encryption,Pseudo-random,Directed
Encryption,Key_(cryptography),Directed
Encryption,Algorithm,Directed
Encryption,Public-key_cryptography,Directed
Encryption,Symmetric-key_algorithm,Directed
Encryption,Khnumhotep_II,Directed
Encryption,Caesar_cipher,Directed
Encryption,Al-Kindi,Directed
Encryption,Frequency_analysis,Directed
Encryption,Cipher,Directed
Encryption,Polyalphabetic_cipher,Directed
Encryption,Al-Qalqashandi,Directed
Encryption,Leon_Battista_Alberti,Directed
Encryption,Thomas_Jefferson,Directed
Encryption,Jefferson_disk,Directed
Corporate_finance,Finance,Directed
CIA_triad,Risk_management,Directed
CIA_triad,Password,Directed
CIA_triad,Business_continuity_planning,Directed
Public_finance,Government,Directed
Public_finance,Economies_of_scale,Directed
Public-key_cryptography,Algorithm,Directed
Public-key_cryptography,Transport_Layer_Security,Directed
Public-key_cryptography,Secure_channel,Directed
Cryptographic_hash_function,Cryptography,Directed
World_Bank_Group,Germany,Directed
World_Bank_Group,France,Directed
6LoWPAN,Wireless,Directed
6LoWPAN,Zigbee,Directed
Rudolf_Clausius,Thermodynamics,Directed
Rudolf_Clausius,Nicolas_L%C3%A9onard_Sadi_Carnot,Directed
Emergency_management,ASIS_International,Directed
Emergency_management,Earthquake,Directed
Emergency_management,Natural_disaster,Directed
Theodorus_of_Samos,Greek_language,Directed
Theodorus_of_Samos,Lock_and_key,Directed
Vulnerability_(computing),Software_bug,Directed
Vulnerability_(computing),Confidentiality,Directed
Vulnerability_(computing),Availability,Directed
Vulnerability_(computing),Common_Vulnerabilities_and_Exposures,Directed
Vulnerability_(computing),Code_injection,Directed
Vulnerability_(computing),Malware,Directed
Vulnerability_(computing),Physical_security,Directed
Security_convergence,Physical_security,Directed
Security_convergence,Risk_management,Directed
Security_convergence,Business_continuity_planning,Directed
Security_convergence,Emergency_management,Directed
Security_convergence,Cybersecurity_and_Infrastructure_Security_Agency,Directed
Security_convergence,Fourth_Industrial_Revolution,Directed
Security_convergence,World_Economic_Forum,Directed
Security_convergence,Klaus_Schwab,Directed
Security_convergence,Cyber-physical_system,Directed
Security_convergence,Gartner,Directed
Security_convergence,ASIS_International,Directed
Security_convergence,ISSA_(professional_organization),Directed
Security_convergence,Global_Risks_Report,Directed
Security_convergence,Stuxnet,Directed
Security_convergence,Natanz,Directed
Security_convergence,December_2015_Ukraine_power_grid_cyberattack,Directed
Security_convergence,Physical_infrastructure,Directed
Security_convergence,PricewaterhouseCoopers,Directed
Security_convergence,Jay_Wright_Forrester,Directed
Security_convergence,Systems_thinking,Directed
Small_and_medium-sized_enterprises,Business,Directed
Small_and_medium-sized_enterprises,Personnel,Directed
Small_and_medium-sized_enterprises,World_Bank,Directed
Small_and_medium-sized_enterprises,OECD,Directed
Small_and_medium-sized_enterprises,United_Nations,Directed
Small_and_medium-sized_enterprises,World_Trade_Organization,Directed
Small_and_medium-sized_enterprises,Australia,Directed
Small_and_medium-sized_enterprises,GDP,Directed
Small_and_medium-sized_enterprises,Chile,Directed
Small_and_medium-sized_enterprises,Tunisia,Directed
Small_and_medium-sized_enterprises,Innovation,Directed
Small_and_medium-sized_enterprises,Competition_(economics),Directed
Small_and_medium-sized_enterprises,Economic_sector,Directed
Small_and_medium-sized_enterprises,World_Bank_Group,Directed
Small_and_medium-sized_enterprises,Chief_executive_officers,Directed
Small_and_medium-sized_enterprises,Knowledge-based_economy,Directed
Small_and_medium-sized_enterprises,Africa,Directed
Small_and_medium-sized_enterprises,African_countries,Directed
Small_and_medium-sized_enterprises,Banking_in_Africa,Directed
Small_and_medium-sized_enterprises,Non-performing_loan,Directed
Common_utility_duct,Utility_pole,Directed
Common_utility_duct,Earthquake,Directed
Li-Fi,Wireless,Directed
Li-Fi,Wi-Fi,Directed
Service_(economics),Consumer,Directed
Service_(economics),Company,Directed
Service_(economics),Government,Directed
Service_(economics),Payment,Directed
Service_(economics),Public_service,Directed
Service_(economics),Resource,Directed
Service_(economics),Intangible_good,Directed
Service_(economics),Intangible_goods,Directed
Service_(economics),Durable_goods,Directed
Service_(economics),Terminology,Directed
Service_(economics),Heterogeneity_in_economics,Directed
Service_(economics),Service_quality,Directed
Service_(economics),Public_utility,Directed
Service_(economics),Season,Directed
Service_(economics),Time,Directed
Service_(economics),Business_cycle,Directed
Service_(economics),MECE_principle,Directed
Service_(economics),List_of_business_theorists,Directed
Service_(economics),Dramaturgy,Directed
Service_(economics),Stage_(theatre),Directed
Threat_(security),Vulnerability_(computing),Directed
Threat_(security),Intention,Directed
Threat_(security),Accident,Directed
Threat_(security),Natural_disaster,Directed
Threat_(security),Earthquake,Directed
Threat_(security),Fire,Directed
Threat_(security),Tornado,Directed
Threat_(security),Threat_actor,Directed
Threat_(security),NIST,Directed
Threat_(security),The_Open_Group,Directed
Threat_(security),Confidentiality,Directed
Threat_(security),Integrity,Directed
Threat_(security),Availability,Directed
Threat_(security),CIA_triad,Directed
Threat_(security),Attack_(computing),Directed
Threat_(security),Passive_attack,Directed
Threat_(security),OWASP,Directed
Threat_(security),Security_controls,Directed
Threat_(security),Risk_management,Directed
Threat_(security),Risk_factor_(computing),Directed
Public_service,Service_(economics),Directed
Public_service,Election,Directed
Public_service,Public_finance,Directed
Public_service,Economic_sector,Directed
Crime_prevention_through_environmental_design,Security,Directed
Non-performing_loan,Loan,Directed
DECT,Australia,Directed
Passphrase,Password,Directed
Passphrase,Cryptography,Directed
Passphrase,Encryption,Directed
Passphrase,NIST,Directed
Passphrase,Dictionary_attack,Directed
Passphrase,Key_(cryptography),Directed
Passphrase,Salt_(cryptography),Directed
ISSA_(professional_organization),Security_controls,Directed
GDP,Money,Directed
GDP,OECD,Directed
Alice_and_Bob,Cryptography,Directed
Alice_and_Bob,Quantum_cryptography,Directed
Finance,Academic_discipline,Directed
Finance,Money,Directed
Finance,Currency,Directed
Finance,Asset,Directed
Finance,Liability_(financial_accounting),Directed
Finance,Business_administration,Directed
Finance,Financial_system,Directed
Finance,Personal_finance,Directed
Finance,Corporate_finance,Directed
Finance,Public_finance,Directed
Finance,Financial_instrument,Directed
Finance,Loan,Directed
Finance,Bond_(finance),Directed
Finance,Share_(finance),Directed
Finance,Stock,Directed
Finance,Option_(finance),Directed
Finance,Futures_contract,Directed
Finance,Swap_(finance),Directed
Finance,Bank,Directed
Finance,Investment,Directed
Smart_glasses,Wi-Fi,Directed
Smart_glasses,Bluetooth,Directed
Smart_glasses,Smartphone,Directed
3G,2G,Directed
3G,GSM,Directed
3G,Smartphone,Directed
System,Open_system_(systems_theory),Directed
System,Structure,Directed
System,Systems_theory,Directed
System,Latin,Directed
System,Greek_language,Directed
System,Nicolas_L%C3%A9onard_Sadi_Carnot,Directed
System,Thermodynamics,Directed
System,Steam_engine,Directed
System,Rudolf_Clausius,Directed
System,Environment_(systems),Directed
System,Ludwig_von_Bertalanffy,Directed
System,General_systems_theory,Directed
System,Norbert_Wiener,Directed
System,Ross_Ashby,Directed
System,Control_system,Directed
System,Communications_system,Directed
System,Cybernetics,Directed
System,Marshall_McLuhan,Directed
System,Theory,Directed
System,Media_theory,Directed
Cybernetics,Collective_intelligence,Directed
Cybernetics,Collective_action,Directed
Cybernetics,Self-organized_criticality,Directed
Cybernetics,Herd_mentality,Directed
Cybernetics,Phase_transition,Directed
Cybernetics,Agent-based_model,Directed
Cybernetics,Synchronization,Directed
Cybernetics,Ant_colony_optimization_algorithms,Directed
Cybernetics,Particle_swarm_optimization,Directed
Cybernetics,Swarm_behaviour,Directed
Cybernetics,Social_network_analysis,Directed
Cybernetics,Small-world_network,Directed
Cybernetics,Centrality,Directed
Cybernetics,Network_motif,Directed
Cybernetics,Graph_theory,Directed
Cybernetics,Scalability,Directed
Cybernetics,Systems_biology,Directed
Cybernetics,Dynamic_network_analysis,Directed
Cybernetics,Evolutionary_computation,Directed
Cybernetics,Genetic_algorithm,Directed
Risk_assessment,Risk_management,Directed
Risk_assessment,Systems_theory,Directed
Public_key_infrastructure,Public-key_cryptography,Directed
Public_key_infrastructure,Cryptography,Directed
Public_key_infrastructure,Certificate_authority,Directed
Public_key_infrastructure,Transport_Layer_Security,Directed
Public_key_infrastructure,Availability,Directed
Wireless_USB,Wireless,Directed
Wireless_USB,Wi-Fi,Directed
Business_continuity_planning,Risk_management,Directed
Financial_system,Money,Directed
Financial_system,Finance,Directed
Financial_system,Service_(economics),Directed
Financial_system,Bank,Directed
Financial_system,Investment,Directed
Electric_power_industry,Electric_power_transmission,Directed
Electric_power_industry,Electric_power_distribution,Directed
Electric_power_industry,Thomas_Edison,Directed
Personal_finance,Loan,Directed
Personal_finance,Bond_(finance),Directed
Passwords,User_(computing),Directed
Passwords,Memorized,Directed
Passwords,Character_(computing),Directed
Passwords,Passphrase,Directed
Passwords,Polybius,Directed
Passwords,Military_of_ancient_Rome,Directed
Passwords,Maniple_(military_unit),Directed
Passwords,Tribune,Directed
Passwords,Invasion_of_Normandy,Directed
Passwords,101st_Airborne_Division,Directed
Passwords,D-Day,Directed
Passwords,Compatible_Time-Sharing_System,Directed
Passwords,MIT,Directed
Passwords,Robert_Morris_(cryptographer),Directed
Passwords,Unix,Directed
Passwords,Crypt_(Unix),Directed
Passwords,Salt_(cryptography),Directed
Passwords,Dictionary_attack,Directed
Passwords,Access_control,Directed
Passwords,Operating_system,Directed
Cyberattack,CIA_triad,Directed
Cyberattack,Software_bug,Directed
Cyberattack,Hacktivist,Directed
Cyberattack,Malware,Directed
Cyberattack,Identity_theft,Directed
Cyberattack,Cyberwarfare,Directed
Cyberattack,Ransomware,Directed
Cyberattack,Software_bugs,Directed
Cyberattack,Hardware_bug,Directed
Cyberattack,Vulnerability_(computing),Directed
Cyberattack,Software_patch,Directed
Cyberattack,Zero-day_(computing),Directed
Cyberattack,Code_injection,Directed
Cyberattack,Hardening_(computing),Directed
Cyberattack,Risk_assessment,Directed
Cyberattack,Active_defense,Directed
Cyberattack,Cyber_resilience,Directed
Cyberattack,Micro-segmentation,Directed
Cyberattack,Zero_trust,Directed
Cyberattack,Business_continuity_planning,Directed
Hardening_(computing),User_(computing),Directed
Environment_(systems),Isolated_system,Directed
Environment_(systems),Organismic_theory,Directed
Environment_(systems),Thermodynamics,Directed
Environment_(systems),Theory_of_Evolution,Directed
Environment_(systems),Systems_theory,Directed
Environment_(systems),Energy,Directed
Environment_(systems),Mass,Directed
Environment_(systems),Closed_system,Directed
Environment_(systems),Radiant_energy,Directed
Environment_(systems),Solar_radiation,Directed
Environment_(systems),Kostas_Axelos,Directed
Environment_(systems),World-systems_theory,Directed
Environment_(systems),Praxis_intervention,Directed
Environment_(systems),Louis_Althusser,Directed
Environment_(systems),Overdetermination,Directed
Environment_(systems),David_Harvey_(geographer),Directed
Environment_(systems),Capitalism,Directed
Environment_(systems),Foreign_direct_investment,Directed
Environment_(systems),Privatization,Directed
Environment_(systems),Accumulation_by_dispossession,Directed
Espionage,Confidentiality,Directed
Espionage,Business,Directed
Automated_threat,Web_application,Directed
Innovation,Service_(economics),Directed
Innovation,Government,Directed
Fence,Bridge,Directed
Kostas_Axelos,Greek_language,Directed
Compatible_Time-Sharing_System,Operating_system,Directed
Plaintext,Cryptography,Directed
Plaintext,Encryption,Directed
Plaintext,Ciphertext,Directed
Plaintext,Cipher,Directed
Plaintext,Code,Directed
Plaintext,Physical_security,Directed
Plaintext,Operating_system,Directed
Risk_management,Threat_(security),Directed
Risk_management,Natural_disaster,Directed
Risk_management,Security,Directed
Physical_infrastructure,Bridge,Directed
Electrical_substation,Electric_power_transmission,Directed
Electrical_substation,Electric_power_distribution,Directed
Social_network_analysis,Graph_theory,Directed
Bank,Loan,Directed
Bank,Asset,Directed
Unix,Operating_system,Directed
Romanization_of_Greek,Modern_Greek,Directed
Romanization_of_Greek,Latin,Directed
Certificate_authority,Cryptography,Directed
Certificate_authority,Transport_Layer_Security,Directed
Certificate_authority,Man-in-the-middle_attack,Directed
Certificate_authority,Public_key_infrastructure,Directed
Certificate_authority,Key_(cryptography),Directed
Business_cycle,GDP,Directed
Financial_instrument,Currency,Directed
Financial_instrument,Bond_(finance),Directed
Financial_instrument,Loan,Directed
Financial_instrument,Share_(finance),Directed
Financial_instrument,Option_(finance),Directed
Financial_instrument,Futures_contract,Directed
Financial_instrument,Liability_(financial_accounting),Directed
Modern_Greek,Greek_language,Directed
Security,Business_continuity_planning,Directed
Security,Physical_security,Directed
Jurisdiction,Latin,Directed
Jurisdiction,Nation_state,Directed
Protective_barriers,Fence,Directed
Cipher,Cryptography,Directed
Cipher,Algorithm,Directed
Cipher,Encryption,Directed
Cipher,Plaintext,Directed
Cipher,Ciphertext,Directed
Cipher,Key_(cryptography),Directed
Solar_radiation,Solar_radiation,Directed
Zero_trust,Mutual_authentication,Directed
Threat_actor,System,Directed
Threat_actor,Nation_state,Directed
Threat_actor,Money,Directed
Threat_actor,Finance,Directed
Leon_Battista_Alberti,Cryptography,Directed
Company,Jurisdiction,Directed
Company,Bank,Directed
Company,Share_(finance),Directed
Crypt_(Unix),Unix,Directed
Crypt_(Unix),Algorithm,Directed
Crypt_(Unix),Cryptography,Directed
Crypt_(Unix),Caesar_cipher,Directed
Crypt_(Unix),Robert_Morris_(cryptographer),Directed
Crypt_(Unix),Symmetric-key_algorithm,Directed
Polyalphabetic_cipher,Al-Qalqashandi,Directed
Polyalphabetic_cipher,Leon_Battista_Alberti,Directed
Polyalphabetic_cipher,Latin,Directed
Polyalphabetic_cipher,Frequency_analysis,Directed
Volt,Energy,Directed
